keyword,canonical_keyword,volume,kd,cpc,serp_features,topical_silo,primary_entity,entity_id,entity_type,parent_entity,intent,intent_detail,geo_modifier,comparison_entity_a,comparison_entity_b,cluster_key,cluster_label,recommended_page_type,recommended_action,suggested_url,entity_existing_page,needs_manual_review,current_url,current_position,current_traffic,competitor_url,updated
mcchicken how much,how much is a mcchicken,20,31,0.47,"People also ask, Sitelinks",Chicken & Fish,McChicken,chicken-mcchicken,product_variant,Chicken & Fish Menu,commercial,price_value,,,,chicken-mcchicken__price_value,McChicken - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/mcchicken/,Yes,No,,,,https://www.mac-menus.com/,2026-04-22 01:25:24
mcdonalds mcgriddle meal,mcgriddle meal,20,0,0,"AI Overview, People also ask, Top stories, Thumbnail, Video preview",Breakfast,McGriddle,breakfast-mcgriddle,product_family,Breakfast Menu,overview,overview_menu,,,,breakfast-mcgriddle__overview_menu,McGriddle - overview menu,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/sausage-egg-cheese-mcgriddles-meal/,2026-05-01 13:33:41
carbs in mcdonald's sausage egg and cheese mcgriddle,sausage egg and cheese mcgriddle calories,20,0,0,"AI Overview, Thumbnail, People also ask",Breakfast,"Sausage, Egg & Cheese McGriddles",bfast-sausage-egg-cheese-mcgriddles,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-sausage-egg-cheese-mcgriddles__nutrition_macros,"Sausage, Egg & Cheese McGriddles - nutrition macros",item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-egg-cheese-mcgriddles/,Yes,No,,,,https://www.mac-menus.com/sausage-egg-cheese-mcgriddles/,2026-04-19 01:56:42
ingredients in mcdonald's cheeseburger,mcdonalds cheeseburger ingredients,20,6,0.51,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",Burgers,Cheeseburger,burgers-cheeseburger,product_variant,Burgers Menu,nutrition,nutrition_ingredients,,,,burgers-cheeseburger__nutrition_ingredients,Cheeseburger - nutrition ingredients,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/cheeseburger/,Yes,No,,,,https://www.mac-menus.com/cheeseburger/,2026-04-10 06:00:57
mcdonald cone price,how much is an ice cream cone at mcdonald's,20,60,0,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",Sweets & Treats,Vanilla Cone,sweets-vanilla-cone,product_variant,Sweets & Treats,commercial,price_value,,,,sweets-vanilla-cone__price_value,Vanilla Cone - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/vanilla-cone/,Yes,No,,,,https://www.mac-menus.com/vanilla-cone/,2026-04-27 07:16:28
carbs in mcdonald's 6 piece chicken nuggets,6 piece chicken mcnuggets calories,20,8,0,"AI Overview, Thumbnail, People also ask, Sitelinks",McNuggets & Strips,6 pc Chicken McNuggets,nuggets-6-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,nutrition,nutrition_macros,,,,nuggets-6-pc-chicken-mcnuggets__nutrition_macros,6 pc Chicken McNuggets - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/6-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/6-piece-chicken-mcnuggets/,2026-04-15 13:54:13
mcdonalds sausage biscuit carbs,mcdonald's sausage biscuit calories,20,0,0,"Knowledge card, People also ask, AI Overview",Breakfast,Sausage Biscuit,bfast-sausage-biscuit,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-sausage-biscuit__nutrition_macros,Sausage Biscuit - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-biscuit/,Yes,No,,,,https://www.mac-menus.com/sausage-biscuit/,2026-04-16 03:15:32
make voice survey,mcdvoice,20,0,0,"Sitelinks, Video preview",Customer Journey,McDVoice Survey,mcdvoice,service_page,,service_task,service_survey,,,,mcdvoice__service_survey,McDVoice Survey - service survey,service,Create a new support page and interlink it from the main menu hub.,https://mcdomenuusa.com/mcdvoice/,No,No,,,,https://www.mac-menus.com/mcdvoice/,2026-05-01 07:34:31
lanches mc donalds,mcdonald's food,20,66,0.85,"Sitelinks, Top stories, Thumbnail, Video preview, People also ask",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-30 19:19:53
number 6 mcdonald's,mcdonald's food,20,8,0,"People also ask, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-05-01 11:54:24
prices for mcdonald's,mcdonald's menu with prices 2025,20,67,0.27,"Sitelinks, People also ask",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-05-01 16:54:53
mcnuggets mcdonald's,mcdonald's chicken mcnuggets,20,50,0,"People also ask, Thumbnail, Video preview",Value & Deals,Chicken McNuggets,mcvalue-chicken-mcnuggets,product_family,McValue Menu,overview,overview_general,,,,mcvalue-chicken-mcnuggets__overview_general,Chicken McNuggets - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/chicken-mcnuggets/,2026-04-23 17:50:11
sweet and sour sauce mcdonald's ingredients,how many calories in mcdonald's sweet and sour sauce,20,2,0,"AI Overview, People also ask, Video preview, Top stories, Thumbnail",Sauces & Condiments,Sweet 'N Sour Sauce,sauce-sweet-n-sour-sauce,product_variant,Sauces & Condiments,nutrition,nutrition_ingredients,,,,sauce-sweet-n-sour-sauce__nutrition_ingredients,Sweet 'N Sour Sauce - nutrition ingredients,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sauces-condiments/sweet-n-sour-sauce/,Yes,No,,,,https://www.mac-menus.com/sweet-n-sour-sauce/,2026-04-28 11:53:55
medium mcdonald's drink,mcdonalds drink,20,1,0,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",Beverages,Beverages & Drinks,beverages-drinks,menu_guide,,overview,overview_general,,,,beverages-drinks__overview_general,Beverages & Drinks - overview general,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-28 00:30:02
how many calories are in sausage mcmuffin,sausage mcmuffin calories,20,2,0,"Knowledge card, People also ask, AI Overview",Breakfast,Sausage McMuffin,bfast-sausage-mcmuffin,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-sausage-mcmuffin__nutrition_macros,Sausage McMuffin - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcmuffin/,Yes,No,,,,https://www.mac-menus.com/sausage-mcmuffin-with-egg-meal/,2026-04-30 00:32:46
fries at mcdonald's,mcdonald french fries,20,17,0.66,People also ask,Fries & Sides,World Famous Fries Small,sides-world-famous-fries-small,product_variant,World Famous Fries,overview,overview_general,,,,sides-world-famous-fries-small__overview_general,World Famous Fries Small - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-small/,Yes,No,,,,https://www.mac-menus.com/world-famous-fries/,2026-04-08 03:48:46
mcd prices,mcdonald's menu with prices 2025,20,70,0,AI Overview,Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-04 03:20:35
is mcdonald's tea caffeinated,does mcdonalds tea have caffeine,20,0,0,"AI Overview, Thumbnail, People also ask, Sitelinks",Beverages,Beverages & Drinks,beverages-drinks,menu_guide,,nutrition,nutrition_caffeine,,,,beverages-drinks__nutrition_caffeine,Beverages & Drinks - nutrition caffeine,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/unsweetened-iced-tea/,2026-04-09 21:00:53
mcdonald's large sweet tea,mcdonalds sweet tea,20,0,0.56,People also ask,Beverages,Sweet Tea,bev-sweet-tea,product_family,Beverages & Drinks,overview,overview_general,,,,bev-sweet-tea__overview_general,Sweet Tea - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/sweet-tea/,2026-04-08 12:56:11
how much is a big mac?,how much is a big mac,20,62,0,"People also ask, Sitelinks, Video preview, Top stories, Thumbnail",Burgers,Big Mac,burgers-big-mac,product_variant,Burgers Menu,commercial,price_value,,,,burgers-big-mac__price_value,Big Mac - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/big-mac/,Yes,No,,,,https://www.mac-menus.com/,2026-04-23 10:04:57
how much is fries at mcdonald's,how much is a small fry at mcdonalds,20,55,0.54,"AI Overview, Thumbnail, People also ask, Top stories",Fries & Sides,World Famous Fries Small,sides-world-famous-fries-small,product_variant,World Famous Fries,commercial,price_value,,,,sides-world-famous-fries-small__price_value,World Famous Fries Small - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-small/,Yes,No,,,,https://www.mac-menus.com/,2026-04-18 20:53:16
sweet tea at mcdonald's,mcdonalds sweet tea,20,0,0,"AI Overview, Thumbnail, People also ask, Top stories, Video preview, Sitelinks, Local pack",Beverages,Sweet Tea,bev-sweet-tea,product_family,Beverages & Drinks,overview,overview_general,,,,bev-sweet-tea__overview_general,Sweet Tea - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/sweet-tea/,2026-04-24 06:07:36
how many calories in iced caramel macchiato,small iced caramel macchiato calories,20,1,0,"AI Overview, Video preview, Thumbnail, People also ask",McCafe Coffees,McCafe Iced Caramel Macchiato,coffee-mccafe-iced-caramel-macchiato,product_family,McCafe Coffees,nutrition,nutrition_macros,,,,coffee-mccafe-iced-caramel-macchiato__nutrition_macros,McCafe Iced Caramel Macchiato - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/iced-caramel-macchiato/,2026-04-13 14:51:02
mcdonolds breakfast,mcdonald's breakfast menu,20,6,0,"Top ads, People also ask, Top stories, Video preview, Thumbnail",Breakfast,Breakfast Menu,breakfast-menu,menu_guide,,overview,overview_menu,,,,breakfast-menu__overview_menu,Breakfast Menu - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-breakfast-menu-breakfast-meals-more-2025/,2026-04-27 23:07:09
precios de mcdonalds,mcdonald's food,20,70,0.22,"People also ask, Knowledge panel, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-26 07:20:15
calories in mcdonald's mcflurry,calories in mcdonald's mcflurry,20,4,0,"AI Overview, Thumbnail, People also ask, Top stories, Video preview",Sweets & Treats,McFlurry,sweets-mcflurry,product_family,Sweets & Treats,nutrition,nutrition_macros,,,,sweets-mcflurry__nutrition_macros,McFlurry - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/,Yes,No,,,,https://www.mac-menus.com/mcflurry-with-oreo-cookies/,2026-04-07 13:12:32
how much do hotcakes cost at mcdonald's,mcdonald's hotcakes price,20,39,0,"AI Overview, Thumbnail, People also ask",Breakfast,Hotcakes,bfast-hotcakes,product_variant,Breakfast Menu,commercial,price_value,,,,bfast-hotcakes__price_value,Hotcakes - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hotcakes/,Yes,No,,,,https://www.mac-menus.com/hotcakes-and-sausage/,2026-04-06 06:55:51
spicy chicken sandwich from mcdonald's,mccrispy chicken sandwich,20,0,0.66,"People also ask, Top stories, Thumbnail, Video preview",Chicken & Fish,Chicken & Fish Menu,chicken-fish-menu,menu_guide,,overview,overview_general,,,,chicken-fish-menu__overview_general,Chicken & Fish Menu - overview general,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/chicken-fish-menu/,Yes,No,,,,https://www.mac-menus.com/spicy-mccrispy/,2026-04-29 07:14:18
mcdonald's app rewards,mcdonald's app rewards,20,64,0.41,"AI Overview, People also ask, Sitelinks, Top stories, Thumbnail",Customer Journey,McDonald's App Deals,app-deals,service_page,,service_task,service_app,,,,app-deals__service_app,McDonald's App Deals - service app,support,Optimize the existing support page.,https://mcdomenuusa.com/mcdonalds-app-deals/,Yes,No,,,,https://www.mac-menus.com/rewards-points/,2026-04-24 18:06:31
does mcdonalds have tea,mcdonalds drink,20,0,0.58,"AI Overview, Thumbnail, People also ask, Top stories, Video preview",Beverages,Beverages & Drinks,beverages-drinks,menu_guide,,overview,overview_general,,,,beverages-drinks__overview_general,Beverages & Drinks - overview general,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/hot-tea/,2026-05-02 20:10:38
cost egg mcmuffin,egg mcmuffin price,20,1,0,"People also ask, Sitelinks, Top stories, Thumbnail, Video preview",Breakfast,Egg McMuffin,bfast-egg-mcmuffin,product_variant,Breakfast Menu,commercial,price_value,,,,bfast-egg-mcmuffin__price_value,Egg McMuffin - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/egg-mcmuffin/,Yes,No,,,,https://www.mac-menus.com/egg-mcmuffin/,2026-05-05 08:22:28
strawberry shake mcdonald's,mcdonald's strawberry shake,20,4,0,"People also ask, Top stories, Thumbnail, Video preview",Sweets & Treats,Strawberry Shake,sweets-strawberry-shake,product_family,Sweets & Treats,overview,overview_general,,,,sweets-strawberry-shake__overview_general,Strawberry Shake - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/,Yes,No,,,,https://www.mac-menus.com/strawberry-shake/,2026-04-18 20:57:02
mcdonald's menu steak bagel,mcdonald's menu,20,0,1.43,"People also ask, AI Overview, Sitelinks, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/steak-egg-cheese-bagel/,2026-04-04 03:23:47
how many calories are in one chicken nugget from mcdonald's,mcdonalds chicken nugget nutrition,20,22,0,"AI Overview, Thumbnail, People also ask, Sitelinks",McNuggets & Strips,Chicken McNuggets,nuggets-chicken-mcnuggets,product_family,McNuggets & Strips,nutrition,nutrition_macros,,,,nuggets-chicken-mcnuggets__nutrition_macros,Chicken McNuggets - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/nuggets-and-strips/,Yes,No,,,,https://www.mac-menus.com/10-piece-chicken-mcnuggets/,2026-04-22 07:36:47
